11-21-2023 14:26:24.753 +0200 INFO  loader - Running utility: "validatedb"
11-21-2023 14:26:24.758 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-21-2023 14:26:24.758 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-21-2023 14:26:24.758 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-21-2023 14:26:24.798 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
11-21-2023 14:26:24.813 +0200 WARN  Pstacks - Backtracing is not initialized - GeneratePstacksAction cannot be used..
11-21-2023 14:26:24.813 +0200 WARN  WatchdogActions - Initialization failed for action=pstacks. Deleting.
11-21-2023 14:26:24.838 +0200 INFO  loader - Service "Splunkd" does not exist
11-21-2023 14:26:24.838 +0200 INFO  loader - Skipping validation of index paths because may not be running as the correct user
11-21-2023 14:26:24.838 +0200 INFO  loader - Validated 10 indexes in 24.80 milliseconds
11-21-2023 14:26:25.048 +0200 INFO  ServerConfig - Found no hostname options in server.conf. Will attempt to use default for now.
11-21-2023 14:26:25.048 +0200 INFO  ServerConfig - Host name option is "".
11-21-2023 14:26:27.117 +0200 INFO  loader - Running utility: "check-transforms-keys"
11-21-2023 14:26:27.117 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-21-2023 14:26:27.117 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-21-2023 14:26:27.117 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-21-2023 14:26:27.117 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
11-21-2023 14:27:02.138 +0200 INFO  ServerConfig - Found no hostname options in server.conf. Will attempt to use default for now.
11-21-2023 14:27:02.138 +0200 INFO  ServerConfig - Host name option is "".
11-21-2023 14:27:04.861 +0200 INFO  loader - Running utility: "validatedb"
11-21-2023 14:27:04.862 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-21-2023 14:27:04.862 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-21-2023 14:27:04.862 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-21-2023 14:27:04.864 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
11-21-2023 14:27:04.870 +0200 WARN  Pstacks - Backtracing is not initialized - GeneratePstacksAction cannot be used..
11-21-2023 14:27:04.870 +0200 WARN  WatchdogActions - Initialization failed for action=pstacks. Deleting.
11-21-2023 14:27:04.910 +0200 INFO  loader - Validated 10 indexes in 38.59 milliseconds
11-21-2023 14:27:05.140 +0200 INFO  ServerConfig - Found no hostname options in server.conf. Will attempt to use default for now.
11-21-2023 14:27:05.140 +0200 INFO  ServerConfig - Host name option is "".
11-21-2023 14:27:06.186 +0200 INFO  loader - Running utility: "check-transforms-keys"
11-21-2023 14:27:06.186 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-21-2023 14:27:06.186 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-21-2023 14:27:06.186 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-21-2023 14:27:06.201 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
11-21-2023 14:27:09.811 +0200 INFO  loader - Running utility: "validatedb"
11-21-2023 14:27:09.811 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-21-2023 14:27:09.811 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-21-2023 14:27:09.811 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-21-2023 14:27:09.811 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
11-21-2023 14:27:09.826 +0200 WARN  Pstacks - Backtracing is not initialized - GeneratePstacksAction cannot be used..
11-21-2023 14:27:09.826 +0200 WARN  WatchdogActions - Initialization failed for action=pstacks. Deleting.
11-21-2023 14:27:09.858 +0200 INFO  loader - Validated 10 indexes in 31.24 milliseconds
11-21-2023 14:27:10.108 +0200 INFO  ServerConfig - Found no hostname options in server.conf. Will attempt to use default for now.
11-21-2023 14:27:10.108 +0200 INFO  ServerConfig - Host name option is "".
11-21-2023 14:27:11.157 +0200 INFO  loader - Running utility: "check-transforms-keys"
11-21-2023 14:27:11.157 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-21-2023 14:27:11.157 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-21-2023 14:27:11.157 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-21-2023 14:27:11.157 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
11-30-2023 10:18:22.225 +0200 INFO  loader - Running utility: "validatedb"
11-30-2023 10:18:22.241 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-30-2023 10:18:22.241 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-30-2023 10:18:22.241 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-30-2023 10:18:22.257 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
11-30-2023 10:18:22.257 +0200 WARN  Pstacks - Backtracing is not initialized - GeneratePstacksAction cannot be used..
11-30-2023 10:18:22.257 +0200 WARN  WatchdogActions - Initialization failed for action=pstacks. Deleting.
11-30-2023 10:18:22.303 +0200 INFO  loader - Validated 10 indexes in 46.86 milliseconds
11-30-2023 10:18:22.600 +0200 INFO  ServerConfig - Found no hostname options in server.conf. Will attempt to use default for now.
11-30-2023 10:18:22.600 +0200 INFO  ServerConfig - Host name option is "".
11-30-2023 10:18:24.100 +0200 INFO  loader - Running utility: "check-transforms-keys"
11-30-2023 10:18:24.115 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-30-2023 10:18:24.115 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-30-2023 10:18:24.115 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-30-2023 10:18:24.115 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
11-30-2023 10:25:07.558 +0200 INFO  loader - Running utility: "validatedb"
11-30-2023 10:25:07.558 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-30-2023 10:25:07.558 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-30-2023 10:25:07.558 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-30-2023 10:25:07.574 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
11-30-2023 10:25:07.574 +0200 WARN  Pstacks - Backtracing is not initialized - GeneratePstacksAction cannot be used..
11-30-2023 10:25:07.574 +0200 WARN  WatchdogActions - Initialization failed for action=pstacks. Deleting.
11-30-2023 10:25:07.621 +0200 INFO  loader - Validated 10 indexes in 46.86 milliseconds
11-30-2023 10:25:07.933 +0200 INFO  ServerConfig - Found no hostname options in server.conf. Will attempt to use default for now.
11-30-2023 10:25:07.933 +0200 INFO  ServerConfig - Host name option is "".
11-30-2023 10:25:09.449 +0200 INFO  loader - Running utility: "check-transforms-keys"
11-30-2023 10:25:09.464 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-30-2023 10:25:09.464 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-30-2023 10:25:09.464 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-30-2023 10:25:09.464 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
11-30-2023 10:26:29.244 +0200 INFO  loader - Running utility: "validatedb"
11-30-2023 10:26:29.244 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-30-2023 10:26:29.244 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-30-2023 10:26:29.244 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-30-2023 10:26:29.260 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
11-30-2023 10:26:29.276 +0200 WARN  Pstacks - Backtracing is not initialized - GeneratePstacksAction cannot be used..
11-30-2023 10:26:29.276 +0200 WARN  WatchdogActions - Initialization failed for action=pstacks. Deleting.
11-30-2023 10:26:29.307 +0200 INFO  loader - Validated 10 indexes in 31.24 milliseconds
11-30-2023 10:26:29.619 +0200 INFO  ServerConfig - Found no hostname options in server.conf. Will attempt to use default for now.
11-30-2023 10:26:29.619 +0200 INFO  ServerConfig - Host name option is "".
11-30-2023 10:26:31.135 +0200 INFO  loader - Running utility: "check-transforms-keys"
11-30-2023 10:26:31.150 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
11-30-2023 10:26:31.150 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
11-30-2023 10:26:31.150 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
11-30-2023 10:26:31.150 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
12-11-2023 17:35:34.482 +0200 INFO  loader - Running utility: "validatedb"
12-11-2023 17:35:34.482 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
12-11-2023 17:35:34.498 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
12-11-2023 17:35:34.498 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
12-11-2023 17:35:34.498 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
12-11-2023 17:35:34.514 +0200 WARN  Pstacks - Backtracing is not initialized - GeneratePstacksAction cannot be used..
12-11-2023 17:35:34.514 +0200 WARN  WatchdogActions - Initialization failed for action=pstacks. Deleting.
12-11-2023 17:35:34.576 +0200 INFO  loader - Validated 10 indexes in 62.48 milliseconds
12-11-2023 17:35:34.857 +0200 INFO  ServerConfig - Found no hostname options in server.conf. Will attempt to use default for now.
12-11-2023 17:35:34.857 +0200 INFO  ServerConfig - Host name option is "".
12-11-2023 17:35:36.295 +0200 INFO  loader - Running utility: "check-transforms-keys"
12-11-2023 17:35:36.295 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
12-11-2023 17:35:36.295 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
12-11-2023 17:35:36.295 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
12-11-2023 17:35:36.295 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
12-20-2023 23:58:25.017 +0200 INFO  loader - Running utility: "validatedb"
12-20-2023 23:58:25.017 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
12-20-2023 23:58:25.017 +0200 INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to C:\Program Files\Splunk\etc\modules
12-20-2023 23:58:25.017 +0200 INFO  loader - loading modules from C:\Program Files\Splunk\etc\modules
12-20-2023 23:58:25.033 +0200 INFO  loader - Writing out composite configuration file: C:\Program Files\Splunk\var\run\splunk\composite.xml
12-20-2023 23:58:25.049 +0200 WARN  Pstacks - Backtracing is not initialized - GeneratePstacksAction cannot be used..
12-20-2023 23:58:25.049 +0200 WARN  WatchdogActions - Initialization failed for action=pstacks. Deleting.
12-20-2023 23:58:25.095 +0200 INFO  loader - Validated 10 indexes in 46.86 milliseconds
12-20-2023 23:58:25.424 +0200 INFO  ServerConfig - Found no hostname options in server.conf. Will attempt to use default for now.
12-20-2023 23:58:25.424 +0200 INFO  ServerConfig - Host name option is "".
12-20-2023 23:58:26.908 +0200 INFO  loader - Running utility: "check-transforms-keys"
12-20-2023 23:58:26.908 +0200 INFO  loader - Getting configuration data from: C:\Program Files\Splunk\etc\myinstall\splunkd.xml
