key,value,count,ncount,complete,min,max,sum,sumsq
,,137,,,,,,
Arrest,,137,,1,,,,
,true,20,,1,,,,
,false,117,,1,,,,
Beat,,137,137,0,0111,2533,159980.000000,246605434.000000
,0111,1,,1,,,,
,0122,2,,1,,,,
,0123,1,,1,,,,
,0131,1,,1,,,,
,0132,1,,1,,,,
,0212,2,,1,,,,
,0215,1,,1,,,,
,0221,1,,1,,,,
,0222,1,,1,,,,
,0223,1,,1,,,,
,0311,1,,1,,,,
,0313,1,,1,,,,
,0321,1,,1,,,,
,0324,2,,1,,,,
,0334,2,,1,,,,
,0411,1,,1,,,,
,0421,1,,1,,,,
,0423,1,,1,,,,
,0424,1,,1,,,,
,0432,1,,1,,,,
,0433,1,,1,,,,
,0511,1,,1,,,,
,0522,1,,1,,,,
,0523,2,,1,,,,
,0611,1,,1,,,,
,0613,1,,1,,,,
,0621,1,,1,,,,
,0623,1,,1,,,,
,0631,1,,1,,,,
,0633,2,,1,,,,
,0712,1,,1,,,,
,0714,1,,1,,,,
,0731,1,,1,,,,
,0735,1,,1,,,,
,0811,1,,1,,,,
,0814,1,,1,,,,
,0822,1,,1,,,,
,0824,3,,1,,,,
,0833,2,,1,,,,
,0835,1,,1,,,,
,0911,1,,1,,,,
,0912,1,,1,,,,
,0921,1,,1,,,,
,0922,1,,1,,,,
,0931,1,,1,,,,
,0932,1,,1,,,,
,0935,1,,1,,,,
,1011,2,,1,,,,
,1013,1,,1,,,,
,1014,1,,1,,,,
,1021,1,,1,,,,
,1031,1,,1,,,,
,1033,1,,1,,,,
,1111,1,,1,,,,
,1112,2,,1,,,,
,1113,2,,1,,,,
,1115,1,,1,,,,
,1121,1,,1,,,,
,1122,1,,1,,,,
,1125,1,,1,,,,
,1132,2,,1,,,,
,1134,1,,1,,,,
,1212,1,,1,,,,
,1213,3,,1,,,,
,1214,1,,1,,,,
,1221,1,,1,,,,
,1222,1,,1,,,,
,1223,1,,1,,,,
,1225,3,,1,,,,
,1231,1,,1,,,,
,1233,1,,1,,,,
,1412,1,,1,,,,
,1423,1,,1,,,,
,1431,2,,1,,,,
,1522,1,,1,,,,
,1524,1,,1,,,,
,1532,1,,1,,,,
,1533,2,,1,,,,
,1613,1,,1,,,,
,1621,1,,1,,,,
,1623,2,,1,,,,
,1624,1,,1,,,,
,1631,1,,1,,,,
,1653,1,,1,,,,
,1713,1,,1,,,,
,1723,1,,1,,,,
,1724,2,,1,,,,
,1733,1,,1,,,,
,1814,1,,1,,,,
,1831,1,,1,,,,
,1832,2,,1,,,,
,1833,3,,1,,,,
,1834,3,,1,,,,
,1915,1,,1,,,,
,1923,1,,1,,,,
,1932,1,,1,,,,
,2024,1,,1,,,,
,2211,1,,1,,,,
,2212,1,,1,,,,
,2522,2,,1,,,,
Block,,137,,0,,,,
,"047XX W FULTON ST",1,,1,,,,
,"020XX W ROOSEVELT RD",1,,1,,,,
,"018XX N RUTHERFORD AVE",1,,1,,,,
,"002XX E 79TH ST",1,,1,,,,
,"001XX W HURON ST",2,,1,,,,
,"017XX N STOCKTON DR",1,,1,,,,
,"035XX S WASHTENAW AVE",1,,1,,,,
,"035XX S LAKE PARK AVE",1,,1,,,,
,"043XX W 25TH ST",1,,1,,,,
,"050XX N MARINE DR",1,,1,,,,
,"008XX N MICHIGAN AVE",2,,1,,,,
,"055XX N CENTRAL AVE",1,,1,,,,
,"013XX W 13TH ST",1,,1,,,,
,"050XX S PAULINA ST",1,,1,,,,
,"032XX S PULASKI RD",1,,1,,,,
,"050XX W GLADYS AVE",1,,1,,,,
,"018XX S CENTRAL PARK AVE",1,,1,,,,
,"038XX S GILES AVE",1,,1,,,,
,"038XX W MONROE ST",1,,1,,,,
,"024XX E 74TH ST",1,,1,,,,
,"025XX S ALBANY AVE",1,,1,,,,
,"022XX N KENNETH AVE",1,,1,,,,
,"041XX N MOZART ST",1,,1,,,,
,"022XX N SPRINGFIELD AVE",1,,1,,,,
,"008XX N TRIPP AVE",1,,1,,,,
,"005XX E 49TH ST",1,,1,,,,
,"056XX W IRVING PARK RD",1,,1,,,,
,"022XX N LOWELL AVE",1,,1,,,,
,"030XX N ELBRIDGE AVE",1,,1,,,,
,"004XX N WABASH AVE",1,,1,,,,
,"043XX N RICHMOND ST",1,,1,,,,
,"052XX W ADAMS ST",1,,1,,,,
,"051XX S NEWLAND AVE",1,,1,,,,
,"023XX W WASHINGTON BLVD",1,,1,,,,
,"047XX N SAWYER AVE",1,,1,,,,
,"022XX S MICHIGAN AVE",2,,1,,,,
,"015XX N LONG AVE",1,,1,,,,
,"0000X W 125TH ST",1,,1,,,,
