key,value,count,ncount,complete,min,max,sum,sumsq
,,21,,,,,,
Arrest,,21,,1,,,,
,true,2,,1,,,,
,false,19,,1,,,,
Beat,,21,21,1,0124,2515,25861.000000,40759891.000000
,0124,1,,1,,,,
,0314,1,,1,,,,
,0421,1,,1,,,,
,0523,1,,1,,,,
,0611,1,,1,,,,
,0722,1,,1,,,,
,0821,1,,1,,,,
,0835,1,,1,,,,
,0915,1,,1,,,,
,1134,1,,1,,,,
,1213,2,,1,,,,
,1422,1,,1,,,,
,1653,1,,1,,,,
,1812,1,,1,,,,
,1832,1,,1,,,,
,1913,1,,1,,,,
,1914,1,,1,,,,
,1932,1,,1,,,,
,2022,1,,1,,,,
,2515,1,,1,,,,
Block,,21,,1,,,,
,"002XX W 38TH PL",1,,1,,,,
,"063XX S NORMAL BLVD",1,,1,,,,
,"062XX S WOODLAWN AVE",1,,1,,,,
,"030XX W LEXINGTON ST",1,,1,,,,
,"015XX W GEORGE ST",1,,1,,,,
,"022XX N CENTRAL AVE",1,,1,,,,
,"081XX S CAMPBELL AVE",1,,1,,,,
,"013XX N HOMAN AVE",1,,1,,,,
,"046XX S TRUMBULL AVE",1,,1,,,,
,"0000X W HURON ST",1,,1,,,,
,"021XX N LARRABEE ST",1,,1,,,,
,"076XX S DAMEN AVE",1,,1,,,,
,"044XX N RACINE AVE",1,,1,,,,
,"0000X W CHECKPOINT 7 ST",1,,1,,,,
,"006XX W ROOSEVELT RD",1,,1,,,,
,"056XX N WINTHROP AVE",1,,1,,,,
,"126XX S HALSTED ST",1,,1,,,,
,"013XX W CHICAGO AVE",1,,1,,,,
,"008XX N NOBLE ST",1,,1,,,,
,"045XX N SHERIDAN RD",1,,1,,,,
,"075XX S ESSEX AVE",1,,1,,,,
"Case Number",,21,,1,,,,
,HY370442,1,,1,,,,
,HY374972,1,,1,,,,
,HY378867,1,,1,,,,
,HY378952,1,,1,,,,
,HY378989,1,,1,,,,
,HY379089,1,,1,,,,
,HY379184,1,,1,,,,
,HY379339,1,,1,,,,
,JB179983,1,,1,,,,
,JB180635,1,,1,,,,
,JB180641,1,,1,,,,
,JB180739,1,,1,,,,
,JB180773,1,,1,,,,
,JB180786,1,,1,,,,
,JB180869,1,,1,,,,
,JB181173,1,,1,,,,
,JC192776,1,,1,,,,
,JC195263,1,,1,,,,
,JC195301,1,,1,,,,
,JC195407,1,,1,,,,
,JC196447,1,,1,,,,
"Community Area",,21,21,1,3,77,764.000000,40934.000000
,3,2,,1,,,,
,6,1,,1,,,,
,7,1,,1,,,,
,8,1,,1,,,,
,19,1,,1,,,,
,23,1,,1,,,,
,24,2,,1,,,,
,27,1,,1,,,,
,28,1,,1,,,,
,34,1,,1,,,,
,42,1,,1,,,,
