key,value,count,ncount,complete,min,max,sum,sumsq
,,82,,,,,,
"41_850099098_ _87_678237962",,82,,1,,,,
,HL631663,1,,1,,,,
,HL631667,1,,1,,,,
,HL631673,1,,1,,,,
,HL631686,1,,1,,,,
,HL631700,1,,1,,,,
,HL637533,1,,1,,,,
,HL638756,1,,1,,,,
,HL644925,1,,1,,,,
,HL646154,1,,1,,,,
,HL653548,1,,1,,,,
,HL653593,1,,1,,,,
,HL653909,1,,1,,,,
,HL653922,1,,1,,,,
,HL664163,1,,1,,,,
,HL680260,1,,1,,,,
,HL681801,1,,1,,,,
,HL692966,1,,1,,,,
,HL693030,1,,1,,,,
,HL693231,1,,1,,,,
,HL694062,1,,1,,,,
,HL694066,1,,1,,,,
,HL694128,1,,1,,,,
,HL694177,1,,1,,,,
,HL694299,1,,1,,,,
,HL694312,1,,1,,,,
,HL694342,1,,1,,,,
,HL694542,1,,1,,,,
,HL694772,1,,1,,,,
,HL694812,1,,1,,,,
,HL694945,1,,1,,,,
,HL695376,1,,1,,,,
,HL695504,1,,1,,,,
,HL695516,1,,1,,,,
,HL695560,1,,1,,,,
,HL695570,1,,1,,,,
,HL695794,1,,1,,,,
,HL695978,1,,1,,,,
,HL695980,1,,1,,,,
,HL696020,1,,1,,,,
,HL696048,1,,1,,,,
,HL696050,1,,1,,,,
,HL696095,1,,1,,,,
,HL696237,1,,1,,,,
,HL696419,1,,1,,,,
,HL696452,1,,1,,,,
,HL696466,1,,1,,,,
,HL696542,1,,1,,,,
,HL696917,1,,1,,,,
,HL696950,1,,1,,,,
,HL696984,1,,1,,,,
,HL697014,1,,1,,,,
,HL697118,1,,1,,,,
,HL697133,1,,1,,,,
,HL697157,1,,1,,,,
,HL697224,1,,1,,,,
,HL697257,1,,1,,,,
,HL697374,1,,1,,,,
,HL697404,1,,1,,,,
,HL697441,1,,1,,,,
,HL697453,1,,1,,,,
,HL697479,1,,1,,,,
,HL697483,1,,1,,,,
,HL697487,1,,1,,,,
,HL697499,1,,1,,,,
,HL697504,1,,1,,,,
,HL697538,1,,1,,,,
,HL697542,1,,1,,,,
,HL697600,1,,1,,,,
,HL697644,1,,1,,,,
,HL697656,1,,1,,,,
,HL697726,1,,1,,,,
,HL697819,1,,1,,,,
,HL697822,1,,1,,,,
,HL697866,1,,1,,,,
,HL697874,1,,1,,,,
,HL697955,1,,1,,,,
,HL697969,1,,1,,,,
,HL697979,1,,1,,,,
,HL698069,1,,1,,,,
,HL698199,1,,1,,,,
,HL698219,1,,1,,,,
,HL698240,1,,1,,,,
"87_678237962",,82,82,1,4403552,4403655,361095654.000000,1590122821263528.000000
,4403552,1,,1,,,,
,4403553,1,,1,,,,
,4403554,1,,1,,,,
,4403555,1,,1,,,,
,4403556,1,,1,,,,
,4403557,1,,1,,,,
,4403559,1,,1,,,,
,4403560,1,,1,,,,
,4403561,1,,1,,,,
,4403565,1,,1,,,,
,4403567,1,,1,,,,
,4403568,1,,1,,,,
,4403569,1,,1,,,,
